id,slug,language,languages,req_id,title,description,street_address,city,state,country,country_code,postal_code,location_type,latitude,longitude,tags,tags1,tags2,tags5,tags6,tags8,brand,department,recruiter_id,promotion_value,salary_frequency,salary_value,salary_min_value,salary_max_value,salary_currency,employment_type,work_hours,benefits,hiring_organization,source,posted_date,posting_expiry_date,apply_url,internal,searchable,applyable,li_easy_applyable,ats_code,update_date,create_date,category,location_name,full_location,short_location
53,RC696897,en-us,['en-us'],RC696897,PHXRP Warehouse Package Handler,"Job Duties Provides movement of packages, documents, dangerous goods and/or supply support in a timely, safe and efficient manner through effective scan/load methods. This is a non-driving position (public roadways). Minimum Education None Minimum Experience None Knowledge, Skills and Abilities Able to lift 50 lbs and to maneuver packages of any weight above 50 lbs. using appropriate equipment and/or assistance from another person. Able to successfully complete all basic and re-currency training. The ability to communicate both timely and effectively, in a noisy operations environment, is required. Job Conditions Non-covered safety sensitive position. Ability to work in a constant state of alertness and in a safe manner. Candidate must be able to obtain an airport SIDA and USPS Clearance. Shift will be Tuesday to Saturday with the following hours: Tuesday – Saturday: 1600-2300 $17.25/hr Start and end times listed may change based on the needs of the company. FedEx Express is absolutely, positively your best choice for a career. Are you looking for a company that provides a safe, diverse and rewarding environment where employees have opportunities to grow and succeed? Are you looking for a company that provides benefits, competitive pay and opportunities to develop your skills into a rewarding career? This is who we are and what we do. Come join the team that is recognized consistently among best employers and is the world’s largest express transportation company, providing services to more than 220 countries and territories. Come help us deliver the FedEx Purple Promise by making every customer experience outstanding. We’re excited that your career search has brought you to FedEx. Visit the link below to see more about what it means to join the team at FedEx: https://www.fedex.com/en-us/about/working-at-fedex.htmlFedEx Express is an AA/EEO/Veterans/Disabled Employer FedEx Express prohibits discrimination and harassment against any applicant or employee on the basis of race, color, religion, national origin, citizenship, genetic information, age (except for bona fide occupational qualifications), sex, pregnancy (including childbirth or a related medical condition), disability, sexual orientation, gender identity, gender expression, marital status, military leave or service, status as a disabled veteran or other covered veteran status, participation in EEO protected activity, any other status protected by federal, state, or local law, or association with a person on the basis of one or more of the foregoing. LEARN MORE",3002 E Old Tower Rd,Phoenix,Arizona,United States,US,85034,LAT_LNG,33.4235063,-112.0157728,['External Only'],['3'],['R0015'],['FedEx Express'],['Non-exempt'],['Regular'],FedEx Express,FXE-US: Handler/Dockworker,681384,0,,0,0,0,,PART_TIME,,,,wd_express_non_driver,2024-02-02,2024-05-02,https://fedex.wd1.myworkdayjobs.com/en-us/FXE-US_External_Career_Site/job/FXE-USUSAPHXR850343002-E-Old-Tower-Rd/PHXRP-Warehouse-Package-Handler_RC696897/apply,False,True,True,False,fedex-prod-workday,,2024-02-02,[' Operations'],,"Phoenix, Arizona","Phoenix, Arizona"
54,RC697467,en-us,['en-us'],RC697467,Warehouse Package Handler,"Shift: Monday - Friday 05:30pm - 09:30pm Guaranteed Hours Job Duties Provides movement of packages, documents, dangerous goods and/or supply support in a timely, safe and efficient manner through effective scan/load methods. This is a non-driving position (public roadways). Performs other duties as assigned. Minimum Education None Minimum Experience None Knowledge, Skills and Abilities Able to lift 50 lbs. without assistance from the ground to chest level and ability to maneuver packages of any weight above 50 lbs. using appropriate equipment and/or assistance from another person. Able to walk and stand for designated work hours. Able to bend and squat for designated work hours. Able to maneuver packages above shoulder level. Ability to maneuver packages in enclosed spaces and stack packages above one’s head if required at location. Able to work in all weather conditions if required at work location. Able to climb stairs and ladders if required at work location. Able to successfully complete all basic and re-currency training. The ability to communicate both timely and effectively, in a noisy operations environment, is required. Job Conditions Non-covered safety sensitive position. Ability to work in a constant state of alertness and in a safe manner. Shift: Monday - Friday 05:30pm - 09:30pm FedEx Express is absolutely, positively your best choice for a career. Are you looking for a company that provides a safe, diverse and rewarding environment where employees have opportunities to grow and succeed? Are you looking for a company that provides benefits, competitive pay and opportunities to develop your skills into a rewarding career? This is who we are and what we do. Come join the team that is recognized consistently among best employers and is the world’s largest express transportation company, providing services to more than 220 countries and territories. Come help us deliver the FedEx Purple Promise by making every customer experience outstanding. We’re excited that your career search has brought you to FedEx. Visit the link below to see more about what it means to join the team at FedEx: https://www.fedex.com/en-us/about/working-at-fedex.htmlFedEx Express is an AA/EEO/Veterans/Disabled Employer FedEx Express prohibits discrimination and harassment against any applicant or employee on the basis of race, color, religion, national origin, citizenship, genetic information, age (except for bona fide occupational qualifications), sex, pregnancy (including childbirth or a related medical condition), disability, sexual orientation, gender identity, gender expression, marital status, military leave or service, status as a disabled veteran or other covered veteran status, participation in EEO protected activity, any other status protected by federal, state, or local law, or association with a person on the basis of one or more of the foregoing. LEARN MORE",2800 Earhart Ct,Hebron,Kentucky,United States,US,41048,LAT_LNG,39.08245489999999,-84.6647692,,['0'],['R0015'],['FedEx Express'],['Non-exempt'],['Regular'],FedEx Express,FXE-US: Handler/Dockworker,183561,1,,0,0,0,,PART_TIME,,,,wd_express_non_driver,2024-02-02,2024-02-09,https://fedex.wd1.myworkdayjobs.com/en-us/FXE-US_External_Career_Site/job/FXE-USUSALUKA410482800-Earhart-Ct/Warehouse-Package-Handler_RC697467/apply,False,True,True,False,fedex-prod-workday,,2024-02-02,[' Operations'],,"Hebron, Kentucky","Hebron, Kentucky"
55,RC697189,en-us,['en-us'],RC697189,City Driver,"Starting Rate of Pay: $29.47 / hour POSITION OVERVIEW: Pick up and deliver freight between Service Centers and customers and support the selling process. ESSENTIAL JOB DUTIES/RESPONSIBILITIES: 1. Operate tractor-trailer combination, including doubles (and triples, where applicable) and/or straight trucks 2. Perform daily pre-trip and safety inspections on equipment 3. Hook/unhook trailers and converter dollies to/from a tractor and/or trailer 4. Perform freight handling using appropriate motorized and manual equipment, including but not limited to: forklift, pallet jack and hand truck 5. Secure freight inside trailers using appropriate tools and supplies, including but not limited to: pallets, straps and rope 6. Recoup/repair damaged freight when necessary 7. Verify and complete required documentation and reports 8. Comply with hazardous material regulations and procedures 9. Collect cash or checks for freight charges, as required, and maintain required documentation 10. Follow dispatch instructions and communicate with dispatch as required, including but not limited to: delays, arrivals and equipment problems 11. Communicate with customers to determine pick-up or delivery needs and solicit additional business 12. Demonstrate internal and external customer service 13. Ask for additional business from customers, and provide leads to sales for potential new opportunities 14. May be required to perform chaining of vehicle tires 15. May be required to perform job duties of a road driver or a dock employee where operationally necessary 16. Comply with all applicable laws/regulations, as well as company policies/procedures 17. Perform other duties as required Disclaimer: This job description is general in nature and is not designed to contain or to be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to the job. QUALIFICATIONS: • Must possess a class A Commercial Driver’s License (CDL) with double/triple, hazardous materials and tank endorsements.* Automatic transmission CDL restriction allowed. • Must possess one (1) year experience within most recent three (3) years or successful completion of FedEx Freight Driver Development Course • Must possess acceptable Motor Vehicle Record (MVR) based on hiring standards • Must meet all Department of Transportation (DOT) regulatory requirements under section 391 of the Federal Motor Carrier (FMC) regulations • Long combination vehicles (LCV) (i.e. Triple Trailers, Rocky Mountain Doubles, and Turnpike Doubles) are operated in the states of AZ, CO, FL, ID, IN, KS, MT, ND, NV, OH, OK, OR, SD and UT. LCV Drivers in these states must meet the Long Combination Vehicles (LCV) Qualification and Certification Minimum Standards • Ability to count and perform basic math, with or without a calculator • Basic written and verbal communication skills (documentation, communication with peers, supervisors, etc.) • Ability to lift/carry hand freight weighing up to 100 pounds several times a week. • Ability to sit for extended periods of time, bend, twist, squat, climb in and out of truck • Ability to follow instructions and complete required training • Ability to work independently and/or as a team member WORKING CONDITIONS: • Drive throughout shift on all types of roads and in all types of weather • Exposure to noise and vibration • Exposure to dust and diesel fumes • Exposure to hazardous materials shipped and packaged under DOT regulations • Hours may vary due to operational need *The Hazardous Materials endorsement must be obtained within 120 days of offer acceptance. An employee will not be allowed to drive a commercial motor vehicle without this endorsement. Additional Information Salary Range Estimate: Hourly: $29.47 - $34.11 This compensation range is provided as a reasonable estimate of the current starting salary range for this role. Factors that may be used to determine your actual salary may include your specific skills, your work location, how many years of experience you have, and comparison to other employees already in this role. Employee Benefits: Medical, Dental & Vision Plans, Employee Assistance Program, Personal/Sick Paid time, Educational Assistance Program, 401(k) Retirement Savings Plan, FedEx Shipping Discount, Vacation (Full Time, Non-Temporary Only), Adoption Assistance Benefit, Lifecare & Lifemart Discount Center. FedEx Freight is an Equal Opportunity Employer, including disabled and veterans. If you have a disability and you need assistance in order to apply for a position with FedEx Freight, please call 800-888-8252 or e-mail at ADAAssistance@freight.fedex.com. FedEx Freight will not discharge or in any other manner discriminate against any employee or applicant for employment because such employee or applicant has inquired about, discussed, or disclosed the compensation of the employee or applicant or another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information.",3302 American Road,Rockford,Illinois,United States,US,61109,LAT_LNG,42.2266827,-89.01158459999999,['FXFDR'],['1'],['10020'],['FedEx Freight'],['Non-exempt'],['Regular'],FedEx Freight,FXF: OPS-CITY,21290531,0,HOURLY,0,29,34,,FULL_TIME,,,,wd_freight_dot,2024-02-02,2024-05-20,https://fedex.wd1.myworkdayjobs.com/en-us/FXF_External_Career_Site/job/FXF-USUSAFXFRFDRockford/City-Driver_RC697189-1/apply,False,True,True,True,fedex-prod-workday,2024-02-02,2024-02-02,[' Driving Positions'],,"Rockford, Illinois","Rockford, Illinois"
56,25736-609927,en-us,['en-us'],408754BR,Package Handler- Switcher FT,"Job Summary Responsible for the movement of trailers to and from the unload / load doors and throughout the yard. May also be responsible for the physical loading, unloading and/or sorting of packages by hand, including lifting, pushing, pulling, carrying and placing, in a safe and efficient manner. Essential Functions • Performs trailer switches defined as hooking and moving a parked trailer from the yard to a load/unload door or hooking and moving a trailer from a door to the yard. • Communicates with management and/or central control to coordinate trailer movements in the yard. • Documents trailer moves using the Yard Management System (where available) or switcher cards. • Performs pre- and post-trip inspections on switcher equipment. • Understands and demonstrates effective yard switching safety processes and procedures. In addition to the above essential functions, Switchers may also be required to perform Package Handler essential functions as follows: • Utilizes “hand-to-surface” methods for all package handling. • Loads and unloads packages onto or from delivery vehicles, trailers, conveyor system carts and load gratings. • Lifts, carries, pushes and pulls packages on a continuous and repetitive basis for approximate shifts of two to four hours. • Determines the appropriate conveyor system by scanning packages, reading labels and charts, verifying numbers and memorizing information and sorts packages accordingly. Minimum Education None Minimum Experience No experience required; six (6) months of experience as a package handler or switching/CDL operator experience preferred. Required Skills, Abilities and / or Licensure •Must have a valid driver’s license and maintain a Department of Transportation (DOT) file. •Ability to understand and follow instruction regarding work duties and safety methods. • Ability to discern numbers and information in order to sort packages correctly. •Ability to use basic tools and equipment such as skate wheel rollers, dock carts, hand-held scanners, chutes and unloading devices. •Strong communication and interpersonal skills; ability to work well in a fast-paced team environment. Other Job Description Information $22.50/hour (evening) and $23.00/hour (morning)Address: 1725 Charles Willard Street City: Carson State: California Zip Code: 90746 Domicile Location: FXG-US/USA/P905/Carson Colocation Auto req ID: 408754BR Position Type: Full time Employee Type: Non-Exempt EEO Statement FedEx Ground is an equal opportunity / affirmative action employer (Minorities/Females/Disability/Veterans) committed to a diverse workforceSearch Engine Description: Supply Chain & Logistics Transportation Services Warehouse & Distribution",1725 Charles Willard Street,Carson,California,,US,90746,LAT_LNG,33.8661872,-118.2370153,['groundcareers'],,,['FedEx Ground'],['Non-Exempt'],,FedEx Ground,,,0,,0,0,0,USD,FULL_TIME,,"['VISION', 'SICK_DAYS', 'VACATION', 'DENTAL', 'PARENTAL_LEAVE', 'CHILD_CARE', 'MEDICAL']",FedEx Ground,ground-careers,,,https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=25736&siteid=5029&jobid=609927,False,True,True,True,fedexground-prod-kenexa,2024-02-01,2024-02-01,"[' Supply Chain & Logistics', ' Transportation Services', ' Warehouse & Distribution']",,"Carson, California","Carson, California"
60,P25-6968-61,en-us,['en-us'],P25-6968-61,Package Handler - Part Time (Warehouse like),"IMMEDIATE OPENINGS! Come for a job and stay for a career! FedEx Ground is part of the rapidly growing warehouse and transportation sector that helps keep America, and our economy, moving. Be part of a winning team and workplace community that cares about who you are as an individual, and your safety in the workplace. Perks and Benefits at FedEx Ground Competitive wages beginning at $17.00 per hour paid weekly for both full and part time opportunities $5,250 tuition reimbursement every year with no lifetime cap! All employees are eligible for this awesome benefit on their first day of employment! Generous paid time off program – work your way up to 5 weeks of PTO a year! Medical, dental and vision benefits after a short waiting period. Flexible scheduling that helps balance your work and personal life. Valuable employee discounts on things like cell phone plans, electronics, cars and restaurants. Free Purple Pathways career development program for all FedEx Ground employees. Paid parental leave for both moms and dads! Employee networks, and diversity, equity and inclusion programs available for all employees. What you can expect at FedEx Ground: Fast paced and physical warehouse work – why pay for a gym membership when you can get paid while working out? Warehouse duties include loading, unloading, and sorting of packages of various sizes. Part time FedEx Ground employees work one shift a day; full time FedEx Ground employees work two shifts. Shift lengths vary based on package volume – generally part time employees work between 3 and 6 hours a day. Full time employees can expect to work between 6 and 10 hours. Overtime paid after 40 hours a week. EEO Statement FedEx Ground is an equal opportunity / affirmative action employer (Minorities/Females/Disability/Veterans) committed to a diverse workforce. Reasonable accommodations are available for qualified individuals with disabilities. 4906 Gibbon Road Charlotte NC 28269 Pay: $17 - $18 / hr Address: 4906 Gibbon Rd City: Charlotte State: NC Zip Code: 28269 Location: FXG-US/USA/P275/North Charlotte RSF Req ID: P25-6968-61",4906 Gibbon Rd,Charlotte,NC,US,US,28269,LAT_LNG,35.3192794,-80.83724010000002,['groundwarehousejobs'],,,,,,FedEx Ground,,,0,,,,,,,,,,PARADOX OLIVIA,,,https://fedex.paradox.ai/co/FedExGround/Job?job_id=P25-6968-61,False,True,True,False,fedexparadox-prod-feed,,2024-02-01,[' Package Handler'],FXG-US/USA/P275/North Charlotte RSF,"Charlotte, NC","Charlotte, NC"
61,P25-7296-28,en-us,['en-us'],P25-7296-28,Package Handler - Part & Full Time (Warehouse like),"IMMEDIATE OPENINGS! Come for a job and stay for a career! FedEx Ground is part of the rapidly growing warehouse and transportation sector that helps keep America, and our economy, moving. Be part of a winning team and workplace community that cares about who you are as an individual, and your safety in the workplace. Perks and Benefits at FedEx Ground Competitive wages beginning at $17.00 per hour paid weekly for both full and part time opportunities $5,250 tuition reimbursement every year with no lifetime cap! All employees are eligible for this awesome benefit on their first day of employment! Generous paid time off program – work your way up to 5 weeks of PTO a year! Medical, dental and vision benefits after a short waiting period. Flexible scheduling that helps balance your work and personal life. Valuable employee discounts on things like cell phone plans, electronics, cars and restaurants. Free Purple Pathways career development program for all FedEx Ground employees. Paid parental leave for both moms and dads! Employee networks, and diversity, equity and inclusion programs available for all employees. What you can expect at FedEx Ground: Fast paced and physical warehouse work – why pay for a gym membership when you can get paid while working out? Warehouse duties include loading, unloading, and sorting of packages of various sizes. Part time FedEx Ground employees work one shift a day; full time FedEx Ground employees work two shifts. Shift lengths vary based on package volume – generally part time employees work between 3 and 6 hours a day. Full time employees can expect to work between 6 and 10 hours. Overtime paid after 40 hours a week. EEO Statement FedEx Ground is an equal opportunity / affirmative action employer (Minorities/Females/Disability/Veterans) committed to a diverse workforce. Reasonable accommodations are available for qualified individuals with disabilities. Pay $17.00-$19.00/hr. Weekends are required. Address: 6604 CSX Way City: Charlotte State: NC Zip Code: 28214 Location: FXG-US/USA/P282/Charlotte Hub Req ID: P25-7296-28",6604 CSX Way,Charlotte,NC,US,US,28214,LAT_LNG,35.2731104,-80.91834709999999,['groundwarehousejobs'],,,,,,FedEx Ground,,,0,,,,,,,,,,PARADOX OLIVIA,,,https://fedex.paradox.ai/co/FedExGround/Job?job_id=P25-7296-28,False,True,True,False,fedexparadox-prod-feed,,2024-02-01,[' Package Handler'],FXG-US/USA/P282/Charlotte Hub,"Charlotte, NC","Charlotte, NC"
62,P25-7044-32,en-us,['en-us'],P25-7044-32,Package Handler - Part Time (Warehouse like),"IMMEDIATE OPENINGS! Come for a job and stay for a career! FedEx Ground is part of the rapidly growing warehouse and transportation sector that helps keep America, and our economy, moving. Be part of a winning team and workplace community that cares about who you are as an individual, and your safety in the workplace. Perks and Benefits at FedEx Ground Competitive wages beginning at $19.50 per hour paid weekly for both full and part time opportunities $5,250 tuition reimbursement every year with no lifetime cap! All employees are eligible for this awesome benefit on their first day of employment! Generous paid time off program – work your way up to 5 weeks of PTO a year! Medical, dental and vision benefits after a short waiting period. Flexible scheduling that helps balance your work and personal life. Valuable employee discounts on things like cell phone plans, electronics, cars and restaurants. Free Purple Pathways career development program for all FedEx Ground employees. Paid parental leave for both moms and dads! Employee networks, and diversity, equity and inclusion programs available for all employees. What you can expect at FedEx Ground: Fast paced and physical warehouse work – why pay for a gym membership when you can get paid while working out? Warehouse duties include loading, unloading, and sorting of packages of various sizes. Part time FedEx Ground employees work one shift a day; full time FedEx Ground employees work two shifts. Shift lengths vary based on package volume – generally part time employees work between 3 and 6 hours a day. Full time employees can expect to work between 6 and 10 hours. Overtime paid after 40 hours a week. EEO Statement FedEx Ground is an equal opportunity / affirmative action employer (Minorities/Females/Disability/Veterans) committed to a diverse workforce. Reasonable accommodations are available for qualified individuals with disabilities. Pay: $21.00/hr. For more information please call 720-559-6777. Address: 5805 N Jackson Gap Street City: Aurora State: CO Zip Code: 80019 Location: FXG-US/USA/P800/Aurora Req ID: P25-7044-32",5805 N Jackson Gap Street,Aurora,CO,US,US,80019,LAT_LNG,39.82988020000001,-104.6932363,['groundwarehousejobs'],,,,,,FedEx Ground,,,0,,,,,,,,,,PARADOX OLIVIA,,,https://fedex.paradox.ai/co/FedExGround/Job?job_id=P25-7044-32,False,True,True,False,fedexparadox-prod-feed,,2024-02-01,[' Package Handler'],FXG-US/USA/P800/Aurora,"Aurora, CO","Aurora, CO"
63,P25-7246-60,en-us,['en-us'],P25-7246-60,Package Handler - Part & Full Time (Warehouse like),"IMMEDIATE OPENINGS! Come for a job and stay for a career! FedEx Ground is part of the rapidly growing warehouse and transportation sector that helps keep America, and our economy, moving. Be part of a winning team and workplace community that cares about who you are as an individual, and your safety in the workplace. Perks and Benefits at FedEx Ground Competitive wages beginning at $16.50 per hour paid weekly for both full and part time opportunities $5,250 tuition reimbursement every year with no lifetime cap! All employees are eligible for this awesome benefit on their first day of employment! Generous paid time off program – work your way up to 5 weeks of PTO a year! Medical, dental and vision benefits after a short waiting period. Flexible scheduling that helps balance your work and personal life. Valuable employee discounts on things like cell phone plans, electronics, cars and restaurants. Free Purple Pathways career development program for all FedEx Ground employees. Paid parental leave for both moms and dads! Employee networks, and diversity, equity and inclusion programs available for all employees. What you can expect at FedEx Ground: Fast paced and physical warehouse work – why pay for a gym membership when you can get paid while working out? Warehouse duties include loading, unloading, and sorting of packages of various sizes. Part time FedEx Ground employees work one shift a day; full time FedEx Ground employees work two shifts. Shift lengths vary based on package volume – generally part time employees work between 3 and 6 hours a day. Full time employees can expect to work between 6 and 10 hours. Overtime paid after 40 hours a week. EEO Statement FedEx Ground is an equal opportunity / affirmative action employer (Minorities/Females/Disability/Veterans) committed to a diverse workforce. Reasonable accommodations are available for qualified individuals with disabilities. Pay; $16.50 – 18.50 per Hr. We are currently offering 5 shifts listed below: (Shifts start time Fluctuate Based on the company package volume) Preload: 3:30am Twilight: 6:00pm Midnight: 11:30pm Sunrise: 5:00am Address: 1675 Airport Road NW City: Kennesaw State: GA Zip Code: 30144 Location: FXG-US/USA/P305/Marietta - Hub Req ID: P25-7246-60",1675 Airport Road NW,Kennesaw,GA,US,US,30144,LAT_LNG,34.0087685,-84.6019546,['groundwarehousejobs'],,,,,,FedEx Ground,,,0,,,,,,,,,,PARADOX OLIVIA,,,https://fedex.paradox.ai/co/FedExGround/Job?job_id=P25-7246-60,False,True,True,False,fedexparadox-prod-feed,,2024-02-01,[' Package Handler'],FXG-US/USA/P305/Marietta - Hub,"Kennesaw, GA","Kennesaw, GA"
64,25736-613792,en-us,['en-us'],412437BR,Maintenance Tech Specialist,"Job Summary The Maintenance Technician Specialist supports the FedEx Ground industrial maintenance of material handling through the application and demonstration of highly advanced knowledge and skills in all disciplines relating to the material handling system. The Maintenance Tech Specialist is considered the subject matter expert on all aspects of the material handling system and any interconnectedness with communication and support systems in the domiciled facility. The specialist is also responsible for the design and implementation of training and development programs for all site-specific equipment. This may include working with vendors, integrators, manufacturers, installers, and corporate support teams to ensure all necessary resources are available at the local level, that and all technicians have been effectively trained in the maintenance and troubleshooting of all equipment and systems and training of equipment operators in the correct use of the material handling system when necessary. The Maintenance Tech Specialist will act as a mentor to lower level technicians. Essential Functions Under minimal supervision, provides preventative and predictive maintenance, troubleshooting and repair of material handling systems through demonstrated proficiency in mechanical power transmission, electrical and PLC/controls with advanced welding/fabrication Adheres to all applicable safety standards and promotes a safe work environment by attending safety meetings and required trainings and addressing all safety concerns Will follow and create procedures as necessary as they relate to the maintenance of the site-specific equipment and processes following prescribed FXG standards Will interpret data from various sources (i.e. predictive tools, control systems, etc.) to determine the needs of the department and operation Diagnoses and repairs the most complex problems with any system in the facility Interprets electrical or mechanical schematics, manufacturer’s manuals and engineering specifications to troubleshoot, diagnose and repair the most complex system faults and failures or determine escalation Responds to sort calls to diagnose problems and make repairs Utilizes the Enterprise Asset Management (EAM) software to enter and retrieve prescribed data Diagnoses the skill gaps of lower level technical and effectively develop and implement training programs Mentors and assists lower-level technicians Develops scopes of work and project plans for small scale projects to be executed at a local level and complete projects through effective use of entire team across multiple shifts Will create and implement projects to train and develop departmental staff May be required to work a flexible schedule including all days and shifts as the business need dictates. Examples of what you can expect to learn in the Tech Specialist level (does not include all areas/responsibilities). Mechanical Familiar with all FXG mechanical design specifications and how they relate to the material handling Design a mechanical system, such as a conveyor, utilizing accepted mechanical design standards and FXG specifications, such as horsepower, load, torque, speed, etc. Read, interpret and create or modify mechanical drawings. Is also familiar with where drawings are housed and the process to procure drawings that are not available Electrical Familiar with all FXG electrical design specifications and how they relate to the material handling system Design and install an electrical circuit, such as a start/stop or e-stop circuit, utilizing accepted electrical design standards and FXG specifications, such as wire size, approved manufacturers, etc.. Read, interpret and create or modify electrical drawings. Is also familiar with where drawings are housed and the process to procure drawings that are not available PLC/Controls Make edits to PLC with instruction from Systems Engineers Upload from and download to PLCs Configure devices on the PLC network, such as VFDs and network cards, if necessary Update firmware on PLC components Welding or Fabrication Determine which type of welding is both best and appropriate for which conditions Teach and train on welding theory and application Fabricate load bearing structures per the necessary standards, such as an elevated motor drive frame or maintenance platform NONESSENTIAL FUNCTIONS Performs other duties as assigned. Minimum Education High School Diploma or GED required Certificates in Industrial Maintenance/Mechatronics, electrical or mechanical trade or related area and an associate degree in a related area preferred. Minimum Experience • Six (6) year’s experience, four (4) of those in FedEx Industrial Maintenance or external supporting similar material handling systems by demonstrating subject matter expertise in mechanical power transmission, electrical and PLC/Controls and advanced welding/fabrication skills through job experience, related military experience and/or related education required. Required Skills, Abilities and / or Licensure Ability to follow detailed procedures as directed by work orders or management Ability to anticipate, identify and repair problems using sound judgement and fact-based analysis Ability to solve mechanical or electrical problems, which may include understanding of engineering formulas Subject matter expertise in electrical, mechanical and PLC/controls troubleshooting, repair and installation which may be with multiple components and systems level Ability to read, interpret and create electrical and mechanical schematics Ability to utilize the Enterprise Asset Management (EAM) software to enter and retrieve prescribed data Effective verbal and written communication within own department to peers, managers, and outside vendors to convey technical data and needs Need to collaborate successfully with department, operations, vendors and support teams in failures or projects when required Software skills, including Microsoft Office suite and other web-based applications Possess time management and organizational skills % of Travel for the Position: 0%-25% Address: 4111 Producers Drive City: Indianapolis State: Indiana Zip Code: 46218 Domicile Location: FXG-US/USA/P462/Indianapolis Colocation Auto req ID: 412437BR Position Type: Full time Employee Type: Non-Exempt EEO Statement FedEx Ground is an equal opportunity / affirmative action employer (Minorities/Females/Disability/Veterans) committed to a diverse workforceSearch Engine Description: Maintenance Operations",4111 Producers Drive,Indianapolis,Indiana,,US,46218,LAT_LNG,39.8007119,-86.09857769999999,['groundcareers'],,,['FedEx Ground'],['Non-Exempt'],,FedEx Ground,,,0,,0,0,0,USD,FULL_TIME,,"['VISION', 'SICK_DAYS', 'VACATION', 'DENTAL', 'PARENTAL_LEAVE', 'CHILD_CARE', 'MEDICAL']",FedEx Ground,ground-careers,,,https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=25736&siteid=5029&jobid=613792,False,True,True,True,fedexground-prod-kenexa,2024-02-01,2024-02-01,"[' Maintenance', ' Operations']",,"Indianapolis, Indiana","Indianapolis, Indiana"
65,25736-606145,en-us,['en-us'],404996BR,Operations Admin I - III (Senior),"Job Summary Responsible for performing the clerical and administrative functions for any or all hub and station operational areas, including linehaul, records management, quality assurance and customer service. Tends to damaged and incorrectly addressed packages in a timely manner to optimize delivery time. Serves as a customer’s first line of contact for a variety of issues. Essential Functions • Provides clerical support to various management and operational functions, including, but not limited to, photocopying, filing, faxing, emailing and answering telephone • Reviews, researches and/or enters data in various systems to support respective functional area • Compiles data and provides various regular and adhoc reports to management for review and determination • Serves as frontline customer service to receive, solve and/or escalate customer inquiries and issues • Assists management with Business Control Self Assessment (BCSA) audit activity by retrieving data and/or files for review • Responsible for records management tasks such as maintenance, destruction and inventory In addition to the above essential functions, the following functional area assignments have additional essential functions as noted below: Additional Quality Assurance/Loss Prevention essential functions: • Supports ability for timely delivery and mitigates loss and damage by performing address searches/corrections through various sources and ensuring packages are in good condition for the customer • Prioritizes workflow to maximize the number of packages that can be resolved and sent out for delivery in the same day • Ensures all packages receive appropriate scan statuses. Inspects and handles hazardous material damages as per policy. Ensures all loose product is accounted for as per company policy • Researches missing packages to understand the root cause of scanning failures and compiles information on disputed deliveries for management review • Reviews and trends loss and damaged claims filed to identify improperly charged claims and brings to the attention of management Additional Linehaul essential functions: • Reviews and enters all Independent Contractor (IC) settlement information into appropriate system to ensure proper payments. Enters settlement adjustments as directed by manager • Compiles required documentation to establish and maintain Department of Transportation (DOT)-required files. Verifies timely log entry into system • Enters all individual vehicle mileage record information into the system and works with ICs and Linehaul staff to rectify any issues • Tracks a variety of metrics, including the IC charge back program, complaints and maintenance compliance and prepares weekly reports for management review • Serves as initial contact to receive IC inquiries or issues relating to settlement, uniforms, decals, etc., to route to management for appropriate resolution Minimum Education • High School Diploma or GED required Minimum Experience • Previous clerical or customer service experience preferred Required Skills, Abilities and / or Licensure • General business skills such as typing; data entry and review; and use of phone, copier, and fax • Software skills, including use of Microsoft Office software and web-based applications • Customer service skills necessary to effectively and professionally respond to requests • Time management, organizational and multi-tasking skills necessary to work in a fast-paced environment, handling various tasks and changing priorities, while maintaining a high attention to detail and accuracy to achieve daily assignments and goalsAddress: 8011 N State Highway 6 City: Bryan State: Texas Zip Code: 77807 Domicile Location: FXG-US/USA/P778/Bryan Colocation Auto req ID: 404996BR Position Type: Part time Employee Type: Non-Exempt EEO Statement FedEx Ground is an equal opportunity / affirmative action employer (Minorities/Females/Disability/Veterans) committed to a diverse workforceSearch Engine Description: Administrative Operations",8011 N State Highway 6,Bryan,Texas,,US,77807,LAT_LNG,30.741831,-96.44698269999999,['groundcareers'],,,['FedEx Ground'],['Non-Exempt'],,FedEx Ground,,,0,,0,0,0,USD,PART_TIME,,"['VISION', 'SICK_DAYS', 'VACATION', 'DENTAL', 'PARENTAL_LEAVE', 'CHILD_CARE', 'MEDICAL']",FedEx Ground,ground-careers,,,https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=25736&siteid=5029&jobid=606145,False,True,True,True,fedexground-prod-kenexa,2024-02-01,2024-02-01,"[' Administrative', ' Operations']",,"Bryan, Texas","Bryan, Texas"
